UniqueID,Variable,Component,EMS_Code,CAS_ number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
812,Turbidity,Total,EMS_TURF,(NA),Aquatic Life - Estuarine,Water,Short-term acute,1,1,max,"During clear flows or in clear waters: change from background of 8 NTU at any one time for a duration of 24 hours in all waters.  When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
813,Turbidity,Total,EMS_TURF,(NA),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,"During clear flows or in clear waters: change from background of 8 NTU at any one time for a duration of 24 hours in all waters.  When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
814,Turbidity,Total,EMS_TURF,(NA),Aquatic Life - Marine,Water,Short-term acute,1,1,max,"During clear flows or in clear waters: change from background of 8 NTU at any one time for a duration of 24 hours in all waters.  When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
815,Turbidity,Total,EMS_TURF,(NA),Drinking Water,Water,Narrative,1,1,max,"For raw drinking water with treatment for particulates: When natural background turbidity is <= 50 NTU,  the change from background turbidity should not exceed 5 NTU. When natural background turbidity is > 50 NTU, the change from background should not exceed 10%.  For raw drinking water without treatment for particulates: <= 1 NTU. ",,,,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
816,Turbidity,Total,EMS_TURF,(NA),Wildlife,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU.  Change from background of 20% when background > 50 NTU.,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
817,Uranium,Total,EMS_U__T,(7440-61-1),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,10,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
818,Uranium,Total,EMS_U__T,(7440-61-1),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,200,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
819,Uranium,Total,EMS_U__T,(7440-61-1),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,8.5,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
820,Vanadium,Total,EMS_V__T,(7440-62-2),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
821,Vanadium,Total,EMS_V__T,(7440-62-2),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
822,Vanadium,Total,EMS_V__T,(7440-62-2),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,50,,ug/L,Working,"Australia and New Zealand Environment and Conservation Council (ANZECC). 2000a. Australian and New Zealand guidelines for fresh and marine water quality, 2000. Volume 1, October 2000. National Water Quality Management Strategy, Paper No. 4. Canberra, AU: Australian and New Zealand Environment and Conservation. 314p.",http://www.waterquality.gov.au/anz-guidelines/resources/previous-guidelines/anzecc-armcanz-2000,,
823,Xylene,Total,EMS_X001,(1330-20-7),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.03,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/xylene-or.pdf,
824,Xylene,Total,EMS_X006,(1330-20-7),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.09,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
825,Xylene,Total,EMS_X006,(1330-20-7),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.02,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
826,Zinc,Total,EMS_ZN_T,(7440-66-6),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,EMS_0004 < 6,"The guideline is dependent upon the pH of the soil, not the irrigation water.",No Effect,Upper Limit,1000,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_technical.pdf
827,Zinc,Total,EMS_ZN_T,(7440-66-6),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,EMS_0004 >=6 & EMS_0004 < 7,"The guideline is dependent upon the pH of the soil, not the irrigation water.",No Effect,Upper Limit,2000,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_technical.pdf
828,Zinc,Total,EMS_ZN_T,(7440-66-6),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,EMS_0004 >=7,"The guideline is dependent upon the pH of the soil, not the irrigation water.",No Effect,Upper Limit,5000,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_technical.pdf
829,Zinc,Total,EMS_ZN_T,(7440-66-6),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,2000,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_zinc_waterqualityguidelines_technical.pdf
830,Zinc,Total,EMS_ZN_T,(7440-66-6),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,123,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
831,Zinc,Total,EMS_ZN_T,(7440-66-6),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,315,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
832,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 23.4 & EMS_0107 <= 399 & EMS_0004 >= 6.5 & EMS_0004 <= 8.13 & EMS_1103 >= 0.3 & EMS_1103 <= 22.9,,No Effect,Upper Limit,"exp((0.947*log(EMS_0107, exp(1)))-(0.815*EMS_0004)+(0.398*log(EMS_1103, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
833,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 < 6.5 & EMS_1103 < 0.3,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*6.5)+(0.398*log(0.3, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
834,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 < 6.5 & EMS_1103 >= 0.3 & EMS_1103 <= 22.9,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*6.5)+(0.398*log(EMS_1103, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
835,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 < 6.5 & EMS_1103 > 22.9,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*6.5)+(0.398*log(22.9, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
836,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 >= 6.5 & EMS_0004 <= 8.13 & EMS_1103 <0.3,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*EMS_0004)+(0.398*log(0.3, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
837,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 >= 6.5 & EMS_0004 <= 8.13 & EMS_1103 >= 0.3 & EMS_1103 <= 22.9,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*EMS_0004)+(0.398*log(EMS_1103, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
838,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 >= 6.5 & EMS_0004 <= 8.13 & EMS_1103 >22.9,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*EMS_0004)+(0.398*log(22.9, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
839,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 > 8.13 & EMS_1103 < 0.3,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*8.13)+(0.398*log(0.3, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
840,Zinc,Dissolved,EMS_ZN_D,(7440-66-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 23.4 & EMS_0004 >8.13 & EMS_1103 >= 0.3 & EMS_1103 <= 22.9,"The long-term chronic WQG is valid between hardness 23.4 and 399 mg/L, pH 6.5 and 8.13, and DOC 0.3 and 22.9 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Zinc Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((0.947*log(23.4, exp(1)))-(0.815*8.13)+(0.398*log(EMS_1103, exp(1)))+4.625)/2",,ug/L,Approved,B.C. Ministry of Water Land and Resource Stewardship,,,
