UniqueID,Variable,EMS_Code,Use,Media,Type,Days,Samples,Statistic,Notes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
801,Total dissolved solids (filterable residue),EMS_0007,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,"For very tolerant crops. Low tolerance crops: strawberry, raspberry, bean, carrot; slightly tolerant crops: all other fruits and berries, onions, parsnip, radish, pea, pumpkin, lettuce, pepper, muskmelon, sweet potato, sweet corn, potato, celery, cabbage kohlrabi, cauliflower, cowpea, broadbean, flax, sunflower, corn, clover; moderately tolerant crops: spinach, cantaloupe, cucumber, tomato, squash, brussel sprout, broccoli, turnip, brome, alfalfa, big trefoil, beardless, wildrye, vetch timothy, crested wheatgrass; tolerant crops: beet, zucchini, canola, sorghum, oat hay, wheat hay, brume, tall fascue, sweet clover, perennial ryegrass; very tolerant crops: asparagus, soybean, safflower, oats, rye wheat, sugar beet, barley, barley hay, tall wheatgrass  (Source: Table 4-7 CCREM 1987).",,,No Effect,Upper Limit,3500,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
802,Total dissolved solids (filterable residue),EMS_0007,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,3000,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
803,Total Gas Pressure,EMS_TGP_,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,"?Maximum excess gas pressure ? 76 mmHg (or ? 110% at sea level)
? If background levels are higher than recommended guidelines then no increase in excess gas pressure or total gas pressure
? For hatchery environments: maximum excess gas pressure = 24 mmHg (or 103% at sea level; excess gas pressure = 0 mmHg when partial pressure of dissolved oxygen is ?100 mmHg",,,No Effect,,,,mmHg,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-tech.pdf
804,Total Gas Pressure,EMS_TGP_,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,"?Maximum excess gas pressure ? 76 mmHg (or ? 110% at sea level)
? If background levels are higher than recommended guidelines then no increase in excess gas pressure or total gas pressure
? For hatchery environments: maximum excess gas pressure = 24 mmHg (or 103% at sea level; excess gas pressure = 0 mmHg when partial pressure of dissolved oxygen is ?100 mmHg",,,No Effect,,,,mmHg,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-tech.pdf
805,Toxaphene,EMS_T014,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00011,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
806,Toxaphene,EMS_T014,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00011,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
807,Triallate,EMS_T082,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,230,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
808,Triallate,EMS_T082,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.24,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
809,Tribromomethane (bromoform),EMS_B013,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
810,Trichlorfon,EMS_T088,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,Active Ingredient,No Effect,Upper Limit,0.009,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
811,Trichloromethane (chloroform),EMS_C032,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
812,Trichloromethane (chloroform),EMS_C032,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,1.8,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
813,Trifluralin,EMS_T015,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,45,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
814,Trifluralin,EMS_T015,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.2,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
815,Turbidity,EMS_0015,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,"?Change from background of 10 NTU when background is ? 50 NTU
?Change from background of 20% when background > 50 NTU
? Further guidelines for total suspended solids is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
816,Turbidity,EMS_0015,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,"?Change from background of 5 NTU when background is ? 50 NTU
?Change from background of 10% when background > 50 NTU
? Further guidelines for total suspended solids is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
817,Turbidity,EMS_0015,Aquatic Life - Estuarine,Water,Short-term acute,1,1,max,"? Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters
? Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters
? Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters
? Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
818,Turbidity,EMS_0015,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,"During Clear Flows or Clear Waters
? Change from background of 8 NTU at any one time for a duration of 24 h in all waters

During High Flows or in Turbid Waters
? Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters
? Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters

Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
819,Turbidity,EMS_0015,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,"During Clear Flows or Clear Waters
? Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters

During High Flows or in Turbid Waters
? Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters
? Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters

Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
820,Turbidity,EMS_0015,Aquatic Life - Marine,Water,Short-term acute,1,1,max,"? Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters
? Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters
? Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters
? Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
821,Turbidity,EMS_0015,Drinking Water,Water,Narrative,1,1,max,Background turbidity: Natural background turbidity is > 50 NTU. Induced* turbidity should not exceed 10% of the background turbidity.,,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
822,Turbidity,EMS_0015,Drinking Water,Water,Narrative,1,1,max,Background turbidity: Raw drinking water with treatment for particulates. Change from background? of 5 NTU at any time when background is ? 50 NTU; Change from background of 10% when background is > 50 NTU.,,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
823,Turbidity,EMS_0015,Drinking Water,Water,Narrative,1,1,max,Background turbidity: Raw drinking water without treatment for particulates. Change from background of 1 NTU at any time when background is ? 5 NTU; Change from background of 5 NTU at any time,,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
824,Turbidity,EMS_0015,Wildlife,Water,Long-term chronic,30,5,mean,"?Change from background of 10 NTU when background is ? 50 NTU
?Change from background of 20% when background > 50 NTU
? Further guidelines for total suspended solids is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
825,Turbidity,EMS_TURF,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,"?Change from background of 10 NTU when background is ? 50 NTU
?Change from background of 20% when background > 50 NTU
? Further guidelines for total suspended solids is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
826,Turbidity,EMS_TURF,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,"?Change from background of 5 NTU when background is ? 50 NTU
?Change from background of 10% when background > 50 NTU
? Further guidelines for total suspended solids is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
827,Turbidity,EMS_TURF,Aquatic Life - Estuarine,Water,Short-term acute,1,1,max,"? Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters
? Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters
? Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters
? Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
828,Turbidity,EMS_TURF,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,"During Clear Flows or Clear Waters
? Change from background of 8 NTU at any one time for a duration of 24 h in all waters

During High Flows or in Turbid Waters
? Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters
? Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters

Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
829,Turbidity,EMS_TURF,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,"During Clear Flows or Clear Waters
? Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters

During High Flows or in Turbid Waters
? Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters
? Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters

Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,No Effect,,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
